zipcode,violation_code,log_income,avg_initial_fine_zipcode,avg_initial_fine_zipcode_viol,zipcode_count,zipcode_viol_count
60002,0964190B,11.265125,68.471809,53.285713,2022,35
60002,0964200B,11.265125,68.471809,47.222221,2022,18
60002,0976050B,11.265125,68.471809,25,2022,3
60002,0976110A,11.265125,68.471809,25,2022,1
60002,0976150B,11.265125,68.471809,50,2022,4
60002,0976160A,11.265125,68.471809,52.937061,2022,143
60002,0976160D,11.265125,68.471809,52.608696,2022,23
60002,0976160F,11.265125,68.471809,53.210785,2022,408
60002,0976180A,11.265125,68.471809,25,2022,5
60002,0976210B,11.265125,68.471809,25,2022,10
60002,0976220A,11.265125,68.471809,25,2022,1
60002,0976220B,11.265125,68.471809,131.25,2022,36
60002,0980080A,11.265125,68.471809,100,2022,5
60002,0980110A,11.265125,68.471809,72.222221,2022,9
60002,0980110B,11.265125,68.471809,75,2022,1
60002,0980120B,11.265125,68.471809,25,2022,2
60002,0980130B,11.265125,68.471809,50,2022,5
60004,0912060,11.26864,66.5093,90,8706,38
60004,0940060,11.26864,66.5093,150,8706,3
60004,0940080,11.26864,66.5093,66.666664,8706,3
60004,0940170,11.26864,66.5093,25,8706,1
60004,0964020A,11.26864,66.5093,25,8706,41
60004,0964020B,11.26864,66.5093,75,8706,77
60004,0964040B,11.26864,66.5093,52.091007,8706,923
60004,0964041B,11.26864,66.5093,59.642857,8706,28
60004,0964050I,11.26864,66.5093,200,8706,1
60004,0964050J,11.26864,66.5093,208.33333,8706,72
60004,0964060,11.26864,66.5093,54.45652,8706,92
60004,0964070,11.26864,66.5093,55.714287,8706,7
60004,0964080A,11.26864,66.5093,63.5,8706,760
60004,0964080B,11.26864,66.5093,70.368217,8706,516
60004,0964090E,11.26864,66.5093,61.701809,8706,664
60004,0964091,11.26864,66.5093,50,8706,2
60004,0964100A,11.26864,66.5093,111.60338,8706,237
60004,0964100B,11.26864,66.5093,125,8706,3
60004,0964100C,11.26864,66.5093,139.14473,8706,76
60004,0964100D,11.26864,66.5093,75,8706,19
60004,0964100F,11.26864,66.5093,60,8706,1
60004,0964100G,11.26864,66.5093,54.85294,8706,34
60004,0964110A,11.26864,66.5093,100,8706,87
60004,0964110B,11.26864,66.5093,75,8706,1
60004,0964110C,11.26864,66.5093,59.090908,8706,132
60004,0964110D,11.26864,66.5093,58.78788,8706,33
60004,0964110E,11.26864,66.5093,55.714287,8706,7
60004,0964110F,11.26864,66.5093,75,8706,2
60004,0964110G,11.26864,66.5093,75,8706,20
60004,0964110H,11.26864,66.5093,100,8706,1
60004,0964120A,11.26864,66.5093,50,8706,2
60004,0964125,11.26864,66.5093,120,8706,110
60004,0964125B,11.26864,66.5093,200,8706,62
60004,0964125C,11.26864,66.5093,500,8706,1
60004,0964130,11.26864,66.5093,150,8706,68
60004,0964130A,11.26864,66.5093,150,8706,44
60004,0964140B,11.26864,66.5093,97.783783,8706,185
60004,0964150B,11.26864,66.5093,63.417995,8706,689
60004,0964160B,11.26864,66.5093,58.607594,8706,79
60004,0964170A,11.26864,66.5093,47.727272,8706,11
60004,0964180A,11.26864,66.5093,56.666668,8706,6
60004,0964190,11.26864,66.5093,50,8706,598
60004,0964190A,11.26864,66.5093,37.761192,8706,67
60004,0964190B,11.26864,66.5093,53.75,8706,152
60004,0964200B,11.26864,66.5093,43.421051,8706,19
60004,0976020A,11.26864,66.5093,25,8706,1
60004,0976050B,11.26864,66.5093,25,8706,5
60004,0976050C,11.26864,66.5093,25,8706,1
60004,0976110A,11.26864,66.5093,25,8706,3
60004,0976150B,11.26864,66.5093,45.833332,8706,6
60004,0976160A,11.26864,66.5093,52.747253,8706,455
60004,0976160B,11.26864,66.5093,50,8706,1
60004,0976160C,11.26864,66.5093,50,8706,1
60004,0976160D,11.26864,66.5093,52.2449,8706,49
60004,0976160F,11.26864,66.5093,53.736378,8706,1927
60004,0976180A,11.26864,66.5093,25,8706,16
60004,0976180B,11.26864,66.5093,25,8706,3
60004,0976200A,11.26864,66.5093,25,8706,1
60004,0976210A,11.26864,66.5093,25,8706,3
60004,0976210B,11.26864,66.5093,25,8706,29
60004,0976220A,11.26864,66.5093,137.5,8706,10
60004,0976220B,11.26864,66.5093,149.25374,8706,134
60004,0980080A,11.26864,66.5093,100,8706,10
60004,0980110A,11.26864,66.5093,69.375,8706,40
60004,0980110B,11.26864,66.5093,72.5,8706,10
60004,0980120A,11.26864,66.5093,50,8706,2
60004,0980120B,11.26864,66.5093,25,8706,6
60004,0980130A,11.26864,66.5093,41.666668,8706,6
60004,0980130B,11.26864,66.5093,48.076923,8706,13
60005,0912060,11.170434,66.888649,90,5586,21
60005,0940060,11.170434,66.888649,150,5586,2
60005,0964020A,11.170434,66.888649,25,5586,15
60005,0964020B,11.170434,66.888649,75,5586,32
60005,0964030B,11.170434,66.888649,50,5586,3
60005,0964040B,11.170434,66.888649,51.928841,5586,534
60005,0964041B,11.170434,66.888649,59,5586,10
60005,0964050J,11.170434,66.888649,214.93506,5586,77
60005,0964060,11.170434,66.888649,55.5,5586,80
60005,0964070,11.170434,66.888649,55.714287,5586,7
60005,0964080A,11.170434,66.888649,62.471699,5586,530
60005,0964080B,11.170434,66.888649,67.971428,5586,350
60005,0964090E,11.170434,66.888649,62.109207,5586,467
60005,0964091,11.170434,66.888649,50,5586,1
60005,0964100A,11.170434,66.888649,108.27586,5586,145
60005,0964100B,11.170434,66.888649,150,5586,1
60005,0964100C,11.170434,66.888649,147.97298,5586,37
60005,0964100D,11.170434,66.888649,75,5586,22
60005,0964100F,11.170434,66.888649,60,5586,1
60005,0964100G,11.170434,66.888649,55.625,5586,24
60005,0964100H,11.170434,66.888649,100,5586,1
60005,0964110A,11.170434,66.888649,100,5586,63
60005,0964110B,11.170434,66.888649,75,5586,1
60005,0964110C,11.170434,66.888649,58.90411,5586,73
60005,0964110D,11.170434,66.888649,56.5,5586,20
60005,0964110E,11.170434,66.888649,55,5586,2
60005,0964110F,11.170434,66.888649,75,5586,2
60005,0964110G,11.170434,66.888649,75,5586,17
60005,0964110H,11.170434,66.888649,75,5586,1
60005,0964120A,11.170434,66.888649,50,5586,1
60005,0964120B,11.170434,66.888649,50,5586,1
60005,0964125,11.170434,66.888649,120,5586,65
60005,0964125B,11.170434,66.888649,200,5586,43
60005,0964130,11.170434,66.888649,150,5586,44
60005,0964130A,11.170434,66.888649,150,5586,18
60005,0964130B,11.170434,66.888649,150,5586,1
60005,0964140B,11.170434,66.888649,97.642273,5586,123
60005,0964150B,11.170434,66.888649,63.551502,5586,466
60005,0964160B,11.170434,66.888649,58.666668,5586,60
60005,0964170A,11.170434,66.888649,28.846153,5586,13
60005,0964170B,11.170434,66.888649,25,5586,1
60005,0964180A,11.170434,66.888649,54,5586,10
60005,0964190,11.170434,66.888649,50,5586,373
60005,0964190A,11.170434,66.888649,37.7551,5586,49
60005,0964190B,11.170434,66.888649,54.381443,5586,97
60005,0964200B,11.170434,66.888649,46.969696,5586,33
60005,0976050A,11.170434,66.888649,25,5586,1
60005,0976050B,11.170434,66.888649,25,5586,5
60005,0976050C,11.170434,66.888649,25,5586,1
60005,0976150B,11.170434,66.888649,33.333332,5586,3
60005,0976160A,11.170434,66.888649,52.107143,5586,280
60005,0976160B,11.170434,66.888649,50,5586,1
60005,0976160D,11.170434,66.888649,51.62162,5586,37
60005,0976160F,11.170434,66.888649,54.30061,5586,1151
60005,0976180A,11.170434,66.888649,25,5586,11
60005,0976210A,11.170434,66.888649,25,5586,8
60005,0976210B,11.170434,66.888649,25,5586,18
60005,0976220A,11.170434,66.888649,175,5586,3
60005,0976220B,11.170434,66.888649,183.33333,5586,54
60005,0980080A,11.170434,66.888649,100,5586,7
60005,0980110A,11.170434,66.888649,75,5586,40
60005,0980110B,11.170434,66.888649,75,5586,3
60005,0980120A,11.170434,66.888649,37.5,5586,2
60005,0980120B,11.170434,66.888649,25,5586,6
60005,0980130A,11.170434,66.888649,25,5586,2
60005,0980130B,11.170434,66.888649,46.875,5586,16
60007,0912060,11.126841,69.135155,90,5712,26
60007,0940060,11.126841,69.135155,125,5712,4
60007,0940080,11.126841,69.135155,75,5712,1
60007,0964020A,11.126841,69.135155,25,5712,17
60007,0964020B,11.126841,69.135155,75,5712,34
60007,0964030B,11.126841,69.135155,41.666668,5712,3
60007,0964040B,11.126841,69.135155,51.842575,5712,559
60007,0964041B,11.126841,69.135155,59.047619,5712,21
60007,0964050I,11.126841,69.135155,200,5712,1
60007,0964050J,11.126841,69.135155,212.5,5712,56
60007,0964060,11.126841,69.135155,55.161289,5712,62
60007,0964060B,11.126841,69.135155,60,5712,2
60007,0964070,11.126841,69.135155,55,5712,6
60007,0964080A,11.126841,69.135155,62.607841,5712,510
60007,0964080B,11.126841,69.135155,69.627327,5712,322
60007,0964090E,11.126841,69.135155,62.651516,5712,462
60007,0964091,11.126841,69.135155,50,5712,5
60007,0964100A,11.126841,69.135155,114.23841,5712,151
60007,0964100C,11.126841,69.135155,137.5,5712,66
60007,0964100D,11.126841,69.135155,75,5712,10
60007,0964100E,11.126841,69.135155,100,5712,1
60007,0964100F,11.126841,69.135155,25,5712,1
60007,0964100G,11.126841,69.135155,53.225807,5712,31
60007,0964110A,11.126841,69.135155,100,5712,66
60007,0964110B,11.126841,69.135155,75,5712,1
60007,0964110C,11.126841,69.135155,58.266666,5712,75
60007,0964110D,11.126841,69.135155,57.419353,5712,31
60007,0964110E,11.126841,69.135155,60,5712,11
60007,0964110F,11.126841,69.135155,75,5712,2
60007,0964110G,11.126841,69.135155,75,5712,20
60007,0964110H,11.126841,69.135155,100,5712,1
60007,0964120B,11.126841,69.135155,50,5712,6
60007,0964125,11.126841,69.135155,120,5712,68
60007,0964125B,11.126841,69.135155,200,5712,72
60007,0964125C,11.126841,69.135155,500,5712,5
60007,0964125D,11.126841,69.135155,30,5712,1
60007,0964130,11.126841,69.135155,150,5712,86
60007,0964130A,11.126841,69.135155,150,5712,31
60007,0964140B,11.126841,69.135155,98.034683,5712,173
60007,0964150B,11.126841,69.135155,63.57542,5712,537
60007,0964160B,11.126841,69.135155,58.333332,5712,66
60007,0964170A,11.126841,69.135155,50,5712,8
60007,0964180A,11.126841,69.135155,60,5712,1
60007,0964190,11.126841,69.135155,50,5712,312
60007,0964190A,11.126841,69.135155,36.923077,5712,52
60007,0964190B,11.126841,69.135155,53.888889,5712,99
60007,0964200B,11.126841,69.135155,45,5712,10
60007,0976050B,11.126841,69.135155,25,5712,3
60007,0976050C,11.126841,69.135155,25,5712,1
60007,0976050D,11.126841,69.135155,25,5712,2
60007,0976110A,11.126841,69.135155,25,5712,1
60007,0976120,11.126841,69.135155,25,5712,1
60007,0976150B,11.126841,69.135155,50,5712,4
60007,0976160A,11.126841,69.135155,52.657806,5712,301
60007,0976160D,11.126841,69.135155,52.200001,5712,50
60007,0976160F,11.126841,69.135155,53.970451,5712,1083
60007,0976180A,11.126841,69.135155,25,5712,21
60007,0976180B,11.126841,69.135155,25,5712,1
60007,0976200B,11.126841,69.135155,25,5712,1
60007,0976210A,11.126841,69.135155,25,5712,2
60007,0976210B,11.126841,69.135155,25,5712,20
60007,0976220A,11.126841,69.135155,193.75,5712,8
60007,0976220B,11.126841,69.135155,140.80882,5712,68
60007,0980080A,11.126841,69.135155,100,5712,5
60007,0980110A,11.126841,69.135155,73.91304,5712,23
60007,0980110B,11.126841,69.135155,72.5,5712,10
60007,0980120A,11.126841,69.135155,50,5712,1
60007,0980120B,11.126841,69.135155,25,5712,5
60007,0980130A,11.126841,69.135155,50,5712,3
60007,0980130B,11.126841,69.135155,45.833332,5712,12
60007,0980130C,11.126841,69.135155,50,5712,1
60008,0912060,11.093976,70.171738,90,3319,19
60008,0940060,11.093976,70.171738,150,3319,6
60008,0940080,11.093976,70.171738,75,3319,2
60008,0940170,11.093976,70.171738,25,3319,1
60008,0964020A,11.093976,70.171738,25,3319,12
60008,0964020B,11.093976,70.171738,75,3319,30
60008,0964030B,11.093976,70.171738,50,3319,1
60008,0964040B,11.093976,70.171738,52.671757,3319,262
60008,0964041B,11.093976,70.171738,58.125,3319,16
60008,0964050J,11.093976,70.171738,216.25,3319,40
60008,0964060,11.093976,70.171738,55.384617,3319,39
60008,0964070,11.093976,70.171738,60,3319,1
60008,0964080A,11.093976,70.171738,63.972126,3319,287
60008,0964080B,11.093976,70.171738,68.390808,3319,174
60008,0964090E,11.093976,70.171738,62.421261,3319,254
60008,0964100A,11.093976,70.171738,115.04425,3319,113
60008,0964100B,11.093976,70.171738,75,3319,1
60008,0964100C,11.093976,70.171738,144.76744,3319,43
60008,0964100D,11.093976,70.171738,75,3319,10
60008,0964100F,11.093976,70.171738,60,3319,1
60008,0964100G,11.093976,70.171738,56.5,3319,10
60008,0964110A,11.093976,70.171738,100,3319,41
60008,0964110B,11.093976,70.171738,75,3319,2
60008,0964110C,11.093976,70.171738,58.292683,3319,41
60008,0964110D,11.093976,70.171738,57.64706,3319,17
60008,0964110E,11.093976,70.171738,60,3319,2
60008,0964110F,11.093976,70.171738,75,3319,1
60008,0964110G,11.093976,70.171738,75,3319,6
60008,0964110H,11.093976,70.171738,100,3319,1
60008,0964120A,11.093976,70.171738,50,3319,2
60008,0964125,11.093976,70.171738,120,3319,55
60008,0964125B,11.093976,70.171738,200,3319,43
60008,0964130,11.093976,70.171738,150,3319,48
60008,0964130A,11.093976,70.171738,150,3319,8
60008,0964140B,11.093976,70.171738,97.826088,3319,92
60008,0964150B,11.093976,70.171738,64.704865,3319,288
60008,0964160B,11.093976,70.171738,58.536587,3319,41
60008,0964160C,11.093976,70.171738,60,3319,1
60008,0964170A,11.093976,70.171738,25,3319,3
60008,0964170C,11.093976,70.171738,60,3319,1
60008,0964180A,11.093976,70.171738,55,3319,4
60008,0964190,11.093976,70.171738,50,3319,207
60008,0964190A,11.093976,70.171738,39.565216,3319,23
60008,0964190B,11.093976,70.171738,54.878048,3319,41
60008,0964200B,11.093976,70.171738,43.75,3319,8
60008,0976050A,11.093976,70.171738,25,3319,1
60008,0976050B,11.093976,70.171738,25,3319,5
60008,0976050D,11.093976,70.171738,25,3319,2
60008,0976150B,11.093976,70.171738,50,3319,3
60008,0976160A,11.093976,70.171738,52.598038,3319,204
60008,0976160B,11.093976,70.171738,55,3319,2
60008,0976160D,11.093976,70.171738,53.684212,3319,19
60008,0976160F,11.093976,70.171738,54.061134,3319,687
60008,0976180A,11.093976,70.171738,25,3319,14
60008,0976180B,11.093976,70.171738,25,3319,4
60008,0976210A,11.093976,70.171738,25,3319,3
60008,0976210B,11.093976,70.171738,25,3319,8
60008,0976220A,11.093976,70.171738,137.5,3319,2
60008,0976220B,11.093976,70.171738,175,3319,36
60008,0980080A,11.093976,70.171738,100,3319,7
60008,0980080C,11.093976,70.171738,100,3319,1
60008,0980110A,11.093976,70.171738,75,3319,6
60008,0980110B,11.093976,70.171738,66.666664,3319,3
60008,0980120B,11.093976,70.171738,25,3319,2
60008,0980130A,11.093976,70.171738,50,3319,1
60008,0980130B,11.093976,70.171738,50,3319,11
60010,0912060,11.678221,66.071228,90,8873,32
60010,0940060,11.678221,66.071228,100,8873,1
60010,0940080,11.678221,66.071228,75,8873,1
60010,0940220,11.678221,66.071228,25,8873,1
60010,0964020A,11.678221,66.071228,25,8873,34
60010,0964020B,11.678221,66.071228,75,8873,49
60010,0964030B,11.678221,66.071228,33.333332,8873,3
60010,0964040B,11.678221,66.071228,52.246376,8873,966
60010,0964041B,11.678221,66.071228,59.130436,8873,23
60010,0964050J,11.678221,66.071228,210.83333,8873,60
60010,0964060,11.678221,66.071228,55.324677,8873,77
60010,0964070,11.678221,66.071228,56.666668,8873,9
60010,0964080A,11.678221,66.071228,64.002335,8873,857
60010,0964080B,11.678221,66.071228,68.923355,8873,548
60010,0964090E,11.678221,66.071228,61.913769,8873,661
60010,0964091,11.678221,66.071228,50,8873,4
60010,0964100A,11.678221,66.071228,111.58798,8873,233
60010,0964100B,11.678221,66.071228,150,8873,2
60010,0964100C,11.678221,66.071228,141.17647,8873,85
60010,0964100D,11.678221,66.071228,75,8873,19
60010,0964100F,11.678221,66.071228,35,8873,7
60010,0964100G,11.678221,66.071228,57.5,8873,56
60010,0964110A,11.678221,66.071228,100,8873,86
60010,0964110B,11.678221,66.071228,75,8873,2
60010,0964110C,11.678221,66.071228,58.867924,8873,106
60010,0964110D,11.678221,66.071228,58.709679,8873,31
60010,0964110E,11.678221,66.071228,57.777779,8873,9
60010,0964110F,11.678221,66.071228,75,8873,4
60010,0964110G,11.678221,66.071228,75,8873,24
60010,0964120A,11.678221,66.071228,50,8873,7
60010,0964120B,11.678221,66.071228,37.5,8873,2
60010,0964125,11.678221,66.071228,120,8873,106
60010,0964125B,11.678221,66.071228,200,8873,38
60010,0964130,11.678221,66.071228,150,8873,54
60010,0964130A,11.678221,66.071228,150,8873,18
60010,0964130B,11.678221,66.071228,150,8873,3
60010,0964140B,11.678221,66.071228,98.035713,8873,168
60010,0964150B,11.678221,66.071228,63.474239,8873,757
60010,0964160B,11.678221,66.071228,58.580647,8873,155
60010,0964170A,11.678221,66.071228,25,8873,8
60010,0964170D,11.678221,66.071228,125,8873,2
60010,0964180A,11.678221,66.071228,54,8873,5
60010,0964190,11.678221,66.071228,50,8873,668
60010,0964190A,11.678221,66.071228,37.333332,8873,90
60010,0964190B,11.678221,66.071228,54.903225,8873,155
60010,0964200B,11.678221,66.071228,43.75,8873,20
60010,0976020A,11.678221,66.071228,25,8873,1
60010,0976050B,11.678221,66.071228,25,8873,1
60010,0976050D,11.678221,66.071228,25,8873,2
60010,0976090B,11.678221,66.071228,25,8873,1
60010,0976150B,11.678221,66.071228,35.714287,8873,7
60010,0976160A,11.678221,66.071228,52.413792,8873,609
60010,0976160D,11.678221,66.071228,52.878788,8873,66
60010,0976160F,11.678221,66.071228,54.059929,8873,1702
60010,0976180A,11.678221,66.071228,25,8873,10
60010,0976190,11.678221,66.071228,25,8873,1
60010,0976210B,11.678221,66.071228,25,8873,21
60010,0976220A,11.678221,66.071228,137.5,8873,14
60010,0976220B,11.678221,66.071228,180.42763,8873,152
60010,0980080A,11.678221,66.071228,100,8873,2
60010,0980110A,11.678221,66.071228,72.727272,8873,22
60010,0980110B,11.678221,66.071228,75,8873,2
60010,0980120B,11.678221,66.071228,25,8873,5
60010,0980130A,11.678221,66.071228,50,8873,4
60010,0980130B,11.678221,66.071228,50,8873,5
60012,0912060,11.331272,66.227798,90,957,3
60012,0940060,11.331272,66.227798,100,957,1
60012,0964020A,11.331272,66.227798,25,957,3
60012,0964020B,11.331272,66.227798,75,957,9
60012,0964040B,11.331272,66.227798,51.682243,957,107
60012,0964041B,11.331272,66.227798,60,957,1
60012,0964050J,11.331272,66.227798,215,957,10
60012,0964060,11.331272,66.227798,56.666668,957,9
60012,0964070,11.331272,66.227798,60,957,1
60012,0964080A,11.331272,66.227798,62.117645,957,85
60012,0964080B,11.331272,66.227798,66.271187,957,59
60012,0964090E,11.331272,66.227798,60.892857,957,84
60012,0964091,11.331272,66.227798,50,957,1
60012,0964100A,11.331272,66.227798,111.11111,957,18
60012,0964100B,11.331272,66.227798,150,957,1
60012,0964100C,11.331272,66.227798,145,957,15
60012,0964100D,11.331272,66.227798,75,957,4
60012,0964100G,11.331272,66.227798,60,957,2
60012,0964110A,11.331272,66.227798,100,957,6
60012,0964110C,11.331272,66.227798,59.090908,957,11
60012,0964110D,11.331272,66.227798,54,957,5
60012,0964110E,11.331272,66.227798,60,957,1
60012,0964110G,11.331272,66.227798,75,957,4
60012,0964125,11.331272,66.227798,120,957,12
60012,0964125B,11.331272,66.227798,200,957,4
60012,0964125C,11.331272,66.227798,500,957,1
60012,0964130,11.331272,66.227798,150,957,9
60012,0964130A,11.331272,66.227798,150,957,2
60012,0964140B,11.331272,66.227798,99.285713,957,28
60012,0964150B,11.331272,66.227798,62.848839,957,86
60012,0964160B,11.331272,66.227798,60,957,14
60012,0964170A,11.331272,66.227798,25,957,2
60012,0964190,11.331272,66.227798,50,957,71
60012,0964190A,11.331272,66.227798,37.5,957,8
60012,0964190B,11.331272,66.227798,55.357143,957,14
60012,0976120,11.331272,66.227798,25,957,1
60012,0976150B,11.331272,66.227798,25,957,1
60012,0976160A,11.331272,66.227798,51.5,957,40
60012,0976160D,11.331272,66.227798,52.5,957,4
60012,0976160F,11.331272,66.227798,52.786068,957,201
60012,0976180A,11.331272,66.227798,25,957,1
60012,0976210B,11.331272,66.227798,25,957,8
60012,0976220A,11.331272,66.227798,250,957,1
60012,0976220B,11.331272,66.227798,212.5,957,6
60012,0980080A,11.331272,66.227798,100,957,1
60012,0980110A,11.331272,66.227798,75,957,1
60012,0980120A,11.331272,66.227798,25,957,1
60013,0912060,11.47683,69.249115,90,2264,7
60013,0964020A,11.47683,69.249115,25,2264,5
60013,0964020B,11.47683,69.249115,75,2264,17
60013,0964030B,11.47683,69.249115,37.5,2264,2
60013,0964040B,11.47683,69.249115,52.254547,2264,275
60013,0964041B,11.47683,69.249115,59.090908,2264,11
60013,0964050J,11.47683,69.249115,212,2264,25
60013,0964060,11.47683,69.249115,55.384617,2264,26
60013,0964070,11.47683,69.249115,45,2264,2
60013,0964080A,11.47683,69.249115,65.480225,2264,177
60013,0964080B,11.47683,69.249115,70.763885,2264,144
60013,0964090E,11.47683,69.249115,61.618359,2264,207
60013,0964100A,11.47683,69.249115,112.16216,2264,74
60013,0964100C,11.47683,69.249115,144,2264,25
60013,0964100D,11.47683,69.249115,75,2264,3
60013,0964100E,11.47683,69.249115,100,2264,2
60013,0964100F,11.47683,69.249115,60,2264,1
60013,0964100G,11.47683,69.249115,57.083332,2264,12
60013,0964110A,11.47683,69.249115,100,2264,17
60013,0964110B,11.47683,69.249115,75,2264,1
60013,0964110C,11.47683,69.249115,59.5,2264,40
60013,0964110D,11.47683,69.249115,57.5,2264,4
60013,0964110E,11.47683,69.249115,55,2264,6
60013,0964110G,11.47683,69.249115,75,2264,6
60013,0964110H,11.47683,69.249115,100,2264,1
60013,0964120A,11.47683,69.249115,25,2264,1
60013,0964120B,11.47683,69.249115,50,2264,4
60013,0964125,11.47683,69.249115,120,2264,41
60013,0964125B,11.47683,69.249115,200,2264,21
60013,0964125D,11.47683,69.249115,30,2264,2
60013,0964130,11.47683,69.249115,150,2264,49
60013,0964130A,11.47683,69.249115,150,2264,6
60013,0964140B,11.47683,69.249115,98.25,2264,40
60013,0964150A,11.47683,69.249115,100,2264,1
60013,0964150B,11.47683,69.249115,64.940826,2264,169
60013,0964160B,11.47683,69.249115,60,2264,20
60013,0964170A,11.47683,69.249115,58.333332,2264,3
60013,0964180A,11.47683,69.249115,60,2264,2
60013,0964190,11.47683,69.249115,50,2264,126
60013,0964190A,11.47683,69.249115,37.272728,2264,11
60013,0964190B,11.47683,69.249115,53.918919,2264,37
60013,0964200B,11.47683,69.249115,37.5,2264,4
60013,0976050B,11.47683,69.249115,25,2264,3
60013,0976160A,11.47683,69.249115,52.746479,2264,142
60013,0976160D,11.47683,69.249115,52.142857,2264,14
60013,0976160F,11.47683,69.249115,53.92157,2264,408
60013,0976180A,11.47683,69.249115,25,2264,7
60013,0976180B,11.47683,69.249115,25,2264,1
60013,0976210A,11.47683,69.249115,25,2264,2
60013,0976210B,11.47683,69.249115,25,2264,5
60013,0976220A,11.47683,69.249115,137.5,2264,2
60013,0976220B,11.47683,69.249115,149.13792,2264,29
60013,0980080A,11.47683,69.249115,100,2264,8
60013,0980110A,11.47683,69.249115,67.85714,2264,7
60013,0980110B,11.47683,69.249115,62.5,2264,2
60013,0980120B,11.47683,69.249115,25,2264,1
60013,0980130A,11.47683,69.249115,37.5,2264,2
60013,0980130B,11.47683,69.249115,43.75,2264,4
60014,0912060,11.299599,67.743851,90,3619,19
60014,0940060,11.299599,67.743851,150,3619,1
60014,0940080,11.299599,67.743851,75,3619,1
60014,0964020A,11.299599,67.743851,25,3619,10
60014,0964020B,11.299599,67.743851,75,3619,23
60014,0964030B,11.299599,67.743851,50,3619,1
60014,0964040B,11.299599,67.743851,52.109005,3619,422
60014,0964041B,11.299599,67.743851,60,3619,8
60014,0964050I,11.299599,67.743851,200,3619,1
60014,0964050J,11.299599,67.743851,217.85715,3619,42
60014,0964060,11.299599,67.743851,54.146343,3619,41
60014,0964070,11.299599,67.743851,60,3619,3
60014,0964080A,11.299599,67.743851,64.478531,3619,326
60014,0964080B,11.299599,67.743851,70.535713,3619,168
60014,0964090E,11.299599,67.743851,61.531689,3619,284
60014,0964100A,11.299599,67.743851,113.58696,3619,92
60014,0964100B,11.299599,67.743851,150,3619,2
60014,0964100C,11.299599,67.743851,143.18182,3619,22
60014,0964100D,11.299599,67.743851,75,3619,7
60014,0964100G,11.299599,67.743851,57.083332,3619,12
60014,0964100H,11.299599,67.743851,100,3619,1
60014,0964110A,11.299599,67.743851,100,3619,35
60014,0964110C,11.299599,67.743851,58.039215,3619,51
60014,0964110D,11.299599,67.743851,57.142857,3619,7
60014,0964110E,11.299599,67.743851,60,3619,4
60014,0964110G,11.299599,67.743851,75,3619,9
60014,0964120A,11.299599,67.743851,50,3619,2
60014,0964125,11.299599,67.743851,120,3619,48
60014,0964125B,11.299599,67.743851,200,3619,44
60014,0964125C,11.299599,67.743851,500,3619,1
60014,0964130,11.299599,67.743851,150,3619,38
60014,0964130A,11.299599,67.743851,150,3619,13
60014,0964130B,11.299599,67.743851,150,3619,1
60014,0964140B,11.299599,67.743851,97.85714,3619,84
60014,0964150B,11.299599,67.743851,63.841061,3619,302
60014,0964160B,11.299599,67.743851,58.275864,3619,29
